Name,Year,Genres
Doctor Strange in the Multiverse of Madness,2022,Fantasy; Action; Adventure
Downton Abbey: A New Era,2022,Drama; Romance
Dinosaurs: The Final Day with David Attenborough,2022,Documentary; History
Fantastic Beasts: The Secrets of Dumbledore,2022,Fantasy; Adventure
Sonic the Hedgehog 2,2022,Action; Adventure; Family; Comedy
Morbius,2022,Action; Science Fiction; Fantasy
The Lost City,2022,Action; Adventure; Comedy
The Bad Guys,2022,Family; Comedy; Crime; Adventure; Animation
Turning Red,2022,Animation; Comedy; Family; Fantasy
Fresh,2022,Horror; Thriller
The Batman,2022,Crime; Mystery; Thriller
No Exit,2022,Thriller; Mystery; Horror
Uncharted,2022,Action; Adventure
Kimi,2022,Thriller; Mystery; Crime
Moonfall,2022,Science Fiction; Adventure; Action
Hotel Transylvania: Transformania,2022,Animation; Comedy; Family; Adventure; Fantasy
The Ice Age Adventures of Buck Wild,2022,Animation; Comedy; Family; Adventure
Scream,2022,Horror; Mystery
Spider-Man: No Way Home,2021,Action; Adventure; Science Fiction
The Lost Daughter,2021,Drama
Don't Look Up,2021,Comedy; Science Fiction
Sing 2,2021,Family; Comedy; Music; Animation
Licorice Pizza,2021,Drama; Comedy; Romance
House of Gucci,2021,Drama; Crime; History
Ghostbusters: Afterlife,2021,Fantasy; Comedy; Adventure; Science Fiction
Red Notice,2021,Action; Comedy; Crime
Eternals,2021,Science Fiction; Action; Adventure
Eternals,2021,Science Fiction; Action; Adventure
The Power of the Dog,2021,Drama; Western
"The French Dispatch of the Liberty, Kansas Evening Sun",2021,Comedy; Drama
Caveat,2021,Horror; Mystery; Thriller
Halloween Kills,2021,Horror; Thriller
Encanto,2021,Animation; Comedy; Family; Fantasy
Venom: Let There Be Carnage,2021,Science Fiction; Action; Adventure
Nitram,2021,Thriller; Crime; Drama
No Time to Die,2021,Action; Thriller; Adventure
The Guilty,2021,Drama; Thriller
The Summit of the Gods,2021,Animation; Adventure; Mystery
Dune,2021,Science Fiction; Adventure
The Tomorrow War,2021,Action; Science Fiction; Adventure
The Card Counter,2021,Drama; Thriller; Crime
Shang-Chi and the Legend of the Ten Rings,2021,Action; Adventure; Fantasy
CODA,2021,Drama; Music; Romance
Don't Breathe 2,2021,Thriller; Horror
Free Guy,2021,Comedy; Adventure; Science Fiction
Jungle Cruise,2021,Fantasy; Adventure
Old,2021,Thriller; Mystery; Horror
Space Jam: A New Legacy,2021,Family; Comedy; Adventure; Animation; Science Fiction
Black Widow,2021,Action; Adventure; Science Fiction
Black Widow,2021,Action; Adventure; Science Fiction
The Boss Baby: Family Business,2021,Animation; Comedy; Adventure; Family
The Forever Purge,2021,Action; Horror; Thriller
No Sudden Move,2021,Crime; Thriller
The Ice Road,2021,Action; Thriller
Luca,2021,Animation; Comedy; Fantasy; Adventure; Family
Hitman's Wife's Bodyguard,2021,Action; Comedy; Crime; Thriller
The Suicide Squad,2021,Action; Comedy; Adventure
Breaking Boundaries: The Science of Our Planet,2021,Documentary
Cruella,2021,Comedy; Crime; Adventure
The Conjuring: The Devil Made Me Do It,2021,Horror; Mystery; Thriller
A Quiet Place Part II,2021,Science Fiction; Thriller; Horror
F9,2021,Action; Adventure; Crime
The Year Earth Changed,2021,Documentary
Godzilla vs. Kong,2021,Action; Science Fiction; Adventure
Zack Snyder's Justice League,2021,Action; Adventure; Fantasy
Nobody,2021,Action; Thriller
Raya and the Last Dragon,2021,Animation; Family; Fantasy; Action; Adventure
Judas and the Black Messiah,2021,Drama; History
Nomadland,2021,Drama
Soul,2020,Animation; Family; Comedy; Fantasy; Drama
The Father,2020,Drama
Wonder Woman 1984,2020,Action; Adventure; Fantasy
The Croods: A New Age,2020,Animation; Family; Adventure; Fantasy; Comedy
Sound of Metal,2020,Drama; Music
Host,2020,Horror
Mulan,2020,Adventure; Fantasy; Action
I'm Thinking of Ending Things,2020,Mystery; Thriller; Horror
Tenet,2020,Action; Thriller; Science Fiction
The SpongeBob Movie: Sponge on the Run,2020,Family; Comedy; Adventure; Animation
Greenland,2020,Action; Adventure; Thriller; Science Fiction
Palm Springs,2020,Comedy; Romance; Science Fiction
Black Holes: The Edge of All We Know,2020,Documentary
Trolls World Tour,2020,Family; Animation; Comedy; Fantasy; Adventure; Music
Onward,2020,Family; Comedy; Adventure; Animation; Fantasy
The Invisible Man,2020,Thriller; Science Fiction; Horror
The Call of the Wild,2020,Adventure; Family; Drama
Sonic the Hedgehog,2020,Action; Science Fiction; Comedy; Family
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,Action; Crime
The Courier,2020,Thriller; History; Drama
Little Women,2019,Drama; Romance; History
1917,2019,War; History; Thriller
Togo,2019,Adventure; Family
Star Wars: The Rise of Skywalker,2019,Adventure; Action; Science Fiction
Bombshell,2019,Drama
Spies in Disguise,2019,Animation; Action; Adventure; Comedy; Family
Jumanji: The Next Level,2019,Adventure; Comedy; Fantasy
The Two Popes,2019,Drama; History
Knives Out,2019,Comedy; Crime; Mystery
Dark Waters,2019,Drama; Thriller
Frozen II,2019,Family; Animation; Adventure; Comedy; Fantasy
Ford v Ferrari,2019,Drama; Action; History
Lady and the Tramp,2019,Family; Romance; Comedy
Klaus,2019,Animation; Family; Adventure; Comedy; Fantasy
Last Christmas,2019,Comedy; Romance
The Irishman,2019,Crime; Drama; History
Doctor Sleep,2019,Horror; Fantasy
Terminator: Dark Fate,2019,Science Fiction; Action; Adventure; Thriller
The Lighthouse,2019,Drama; Fantasy; Thriller
Jojo Rabbit,2019,Comedy; War; Drama
El Camino: A Breaking Bad Movie,2019,Crime; Drama; Thriller
Zombieland: Double Tap,2019,Horror; Comedy; Action
Gemini Man,2019,Science Fiction; Action; Adventure; Thriller
Joker,2019,Crime; Thriller; Drama
Marriage Story,2019,Drama
Abominable,2019,Family; Animation; Adventure; Comedy
Ad Astra,2019,Science Fiction; Drama
Downton Abbey,2019,Drama; Romance; History
Vivarium,2019,Science Fiction; Thriller; Mystery; Horror
Vivarium,2019,Science Fiction; Thriller; Mystery; Horror
A Beautiful Day in the Neighborhood,2019,History; Family; Drama
It Chapter Two,2019,Horror; Thriller
Uncut Gems,2019,Crime; Drama; Thriller
Ready or Not,2019,Horror; Comedy
The Angry Birds Movie 2,2019,Family; Comedy; Adventure; Animation
Fast & Furious Presents: Hobbs & Shaw,2019,Action; Adventure; Comedy
Once Upon a Time... in Hollywood,2019,Comedy; Drama; Thriller
The Lion King,2019,Adventure; Drama; Family; Animation
Midsommar,2019,Horror; Drama; Mystery
Spider-Man: Far From Home,2019,Action; Adventure; Science Fiction
Yesterday,2019,Comedy; Fantasy; Music; Romance
Annabelle Comes Home,2019,Horror
Toy Story 4,2019,Family; Adventure; Animation; Comedy; Fantasy
Men in Black: International,2019,Comedy; Science Fiction; Action
Dark Phoenix,2019,Science Fiction; Action; Adventure
Ma,2019,Horror; Thriller
Godzilla: King of the Monsters,2019,Science Fiction; Action
The Secret Life of Pets 2,2019,Family; Comedy; Adventure; Animation
Aladdin,2019,Adventure; Fantasy; Romance; Family
John Wick: Chapter 3 - Parabellum,2019,Action; Thriller; Crime
The Dead Don't Die,2019,Comedy; Horror; Fantasy; Science Fiction
Pokémon Detective Pikachu,2019,Action; Adventure; Fantasy
Avengers: Endgame,2019,Adventure; Science Fiction; Action
Our Planet: Behind the Scenes,2019,Documentary
Missing Link,2019,Family; Animation; Comedy; Adventure
Shazam!,2019,Action; Comedy; Fantasy
Dumbo,2019,Family; Fantasy; Adventure
The Hummingbird Project,2019,Thriller; Drama
The Hummingbird Project,2019,Thriller; Drama
Us,2019,Horror; Mystery; Thriller
Hotel Mumbai,2019,Thriller; History; Drama; Action
Captain Marvel,2019,Action; Adventure; Science Fiction
Fighting with My Family,2019,Comedy
Happy Death Day 2U,2019,Comedy; Horror; Science Fiction
The Lego Movie 2: The Second Part,2019,Action; Adventure; Animation; Comedy; Family
Alita: Battle Angel,2019,Action; Science Fiction; Adventure
How to Train Your Dragon: The Hidden World,2019,Animation; Family; Adventure
Vice,2018,Drama; Comedy
Bird Box,2018,Horror; Thriller; Drama
Aquaman,2018,Action; Adventure; Fantasy
Spider-Man: Into the Spider-Verse,2018,Animation; Action; Adventure; Science Fiction
Mortal Engines,2018,Adventure; Science Fiction
The Favourite,2018,History; Comedy; Drama
Ralph Breaks the Internet,2018,Action; Adventure; Animation; Comedy; Family; Science Fiction
Green Book,2018,Comedy; Drama; History
At Eternity's Gate,2018,Drama
Fantastic Beasts: The Crimes of Grindelwald,2018,Fantasy; Adventure
The Ballad of Buster Scruggs,2018,Western; Comedy; Drama; Music; Mystery; Romance
The Grinch,2018,Family; Comedy; Animation
Bohemian Rhapsody,2018,Music; Drama
Halloween,2018,Horror; Thriller
First Man,2018,History; Drama
A Star Is Born,2018,Music; Drama; Romance
Prospect,2018,Science Fiction
Cam,2018,Horror; Mystery
Venom,2018,Science Fiction; Action
Smallfoot,2018,Family; Comedy; Adventure; Animation
The Sisters Brothers,2018,Western; Drama; Comedy
A Simple Favor,2018,Thriller; Comedy; Mystery
The Predator,2018,Science Fiction; Action; Thriller
The Nun,2018,Horror
The Meg,2018,Action; Science Fiction; Horror
BlacKkKlansman,2018,Comedy; Crime; Drama; History
Under the Silver Lake,2018,Crime; Drama; Mystery
Mission: Impossible - Fallout,2018,Action; Adventure
Sorry to Bother You,2018,Fantasy; Science Fiction; Comedy
The First Purge,2018,Action; Horror; Thriller
Ant-Man and the Wasp,2018,Action; Adventure; Science Fiction
Hotel Transylvania 3: Summer Vacation,2018,Animation; Comedy; Family; Fantasy
Bao,2018,Animation; Family; Fantasy; Drama; Comedy
Incredibles 2,2018,Action; Adventure; Animation; Family
Ocean's Eight,2018,Crime; Comedy; Action
Hereditary,2018,Horror; Mystery; Thriller
Jurassic World: Fallen Kingdom,2018,Action; Adventure; Science Fiction; Thriller
Upgrade,2018,Action; Thriller; Science Fiction
Solo: A Star Wars Story,2018,Science Fiction; Adventure; Action
Deadpool 2,2018,Action; Comedy; Adventure
Avengers: Infinity War,2018,Adventure; Action; Science Fiction
Rampage,2018,Action; Adventure; Science Fiction
A Quiet Place,2018,Horror; Drama; Science Fiction
Dominion,2018,Documentary
Ready Player One,2018,Adventure; Action; Science Fiction
Isle of Dogs,2018,Adventure; Comedy; Animation
Pacific Rim: Uprising,2018,Action; Fantasy; Science Fiction; Adventure
Annihilation,2018,Science Fiction; Horror
Game Night,2018,Mystery; Comedy; Crime
Black Panther,2018,Action; Adventure; Science Fiction
Revenge,2018,Action; Horror; Thriller
Den of Thieves,2018,Action; Crime; Thriller
Fifty Shades Freed,2018,Drama; Romance
Phantom Thread,2017,Drama; Romance
The Post,2017,Drama; History
Downsizing,2017,Drama; Science Fiction; Comedy
Pitch Perfect 3,2017,Comedy; Music
The Greatest Showman,2017,Drama
Star Wars: The Last Jedi,2017,Adventure; Action; Science Fiction
Jumanji: Welcome to the Jungle,2017,Adventure; Comedy; Fantasy; Action; Family
Molly's Game,2017,Drama; Crime
"I, Tonya",2017,Drama; Comedy
"Three Billboards Outside Ebbing, Missouri",2017,Crime; Drama
The Shape of Water,2017,Drama; Fantasy; Romance
Justice League,2017,Action; Adventure; Science Fiction
Paddington 2,2017,Adventure; Comedy; Family
Coco,2017,Family; Animation; Music; Adventure
Suburbicon,2017,Thriller; Crime; Drama; Mystery
Miss Fritter's Racing Skoool,2017,Animation; Family; Comedy
The Killing of a Sacred Deer,2017,Drama; Mystery; Thriller
Happy Death Day,2017,Comedy; Horror; Mystery
The Florida Project,2017,Drama
Blade Runner 2049,2017,Science Fiction; Drama
Thor: Ragnarok,2017,Action; Adventure; Science Fiction
Battle of the Sexes,2017,Drama; Comedy; History
The Lego Ninjago Movie,2017,Family; Comedy; Adventure; Animation
Kingsman: The Golden Circle,2017,Action; Adventure; Comedy; Crime
It,2017,Horror; Thriller
Lady Bird,2017,Drama; Comedy
American Made,2017,Action; Comedy; Crime; Drama
Logan Lucky,2017,Comedy; Crime; Action; Drama
The Hitman's Bodyguard,2017,Action; Comedy; Crime; Thriller
Good Time,2017,Crime; Drama; Thriller
Wind River,2017,Crime; Mystery; Thriller
Annabelle: Creation,2017,Horror
Call Me by Your Name,2017,Romance; Drama
Dunkirk,2017,Action; Drama; War
Spider-Man: Homecoming,2017,Action; Adventure; Science Fiction
Baby Driver,2017,Action; Crime
Loving Vincent,2017,Animation; Drama; Mystery; History
Transformers: The Last Knight,2017,Action; Adventure; Science Fiction
Lou,2017,Family; Fantasy; Animation; Comedy
Despicable Me 3,2017,Action; Animation; Comedy; Family; Adventure
Cars 3,2017,Family; Comedy; Adventure; Animation
The Mummy,2017,Fantasy; Thriller; Action; Adventure; Horror
Captain Underpants: The First Epic Movie,2017,Family; Comedy; Adventure; Animation
Wonder Woman,2017,Action; Adventure; Fantasy
Pirates of the Caribbean: Dead Men Tell No Tales,2017,Adventure; Action; Fantasy
Alien: Covenant,2017,Horror; Science Fiction; Thriller
The Circle,2017,Drama; Thriller; Science Fiction
A Ghost Story,2017,Drama; Fantasy; Mystery; Romance
Guardians of the Galaxy Vol. 2,2017,Science Fiction; Adventure; Action
The Fate of the Furious,2017,Action; Crime; Thriller
Going in Style,2017,Crime; Comedy
Ghost in the Shell,2017,Science Fiction; Drama; Action
Smurfs: The Lost Village,2017,Family; Comedy; Adventure; Animation
The Boss Baby,2017,Animation; Comedy; Family
Life,2017,Horror; Science Fiction; Mystery; Thriller
Beauty and the Beast,2017,Family; Fantasy; Romance
The Lost City of Z,2017,Adventure; Drama; History
The Disaster Artist,2017,Comedy; Drama
Kong: Skull Island,2017,Action; Adventure; Fantasy
Get Out,2017,Mystery; Thriller; Horror
The Lego Batman Movie,2017,Animation; Action; Comedy; Family
John Wick: Chapter 2,2017,Action; Thriller; Crime
Fifty Shades Darker,2017,Drama; Romance
Split,2017,Horror; Thriller
xXx: Return of Xander Cage,2017,Action; Adventure; Crime
Passengers,2016,Drama; Romance; Science Fiction
Monster Trucks,2016,Action; Comedy; Science Fiction
Rogue One: A Star Wars Story,2016,Action; Adventure; Science Fiction
Hidden Figures,2016,Drama; History
La La Land,2016,Comedy; Drama; Romance; Music
The Founder,2016,Drama; History
Sing,2016,Family; Comedy; Music; Animation
Manchester by the Sea,2016,Drama
Fantastic Beasts and Where to Find Them,2016,Fantasy; Adventure
Marine Life Interviews,2016,Animation; Family; Comedy
Arrival,2016,Drama; Science Fiction; Mystery
Doctor Strange,2016,Fantasy; Adventure; Action
Moonlight,2016,Drama
Trolls,2016,Family; Animation; Fantasy; Adventure; Comedy; Music
Moana,2016,Adventure; Comedy; Family; Animation
The Accountant,2016,Crime; Thriller; Drama
Hacksaw Ridge,2016,Drama; History; War
Storks,2016,Adventure; Animation; Comedy; Family
Operation Avalanche,2016,Thriller; Mystery; Comedy
Snowden,2016,Drama; History; Crime; Thriller
Sully,2016,Drama; History
Kubo and the Two Strings,2016,Animation; Adventure; Family
Pete's Dragon,2016,Adventure; Family; Fantasy
Suicide Squad,2016,Action; Adventure; Fantasy
Jason Bourne,2016,Action; Adventure; Thriller
Lights Out,2016,Drama; Horror; Mystery; Thriller
Train to Busan,2016,Horror; Thriller; Action; Adventure
Ghostbusters,2016,Action; Fantasy; Comedy
The Purge: Election Year,2016,Action; Horror; Thriller
Ice Age: Collision Course,2016,Adventure; Animation; Family; Comedy; Science Fiction
Independence Day: Resurgence,2016,Action; Adventure; Science Fiction
The Secret Life of Pets,2016,Family; Comedy; Adventure; Animation
Piper,2016,Family; Animation
Finding Dory,2016,Adventure; Animation; Comedy; Family
Central Intelligence,2016,Action; Comedy
Don't Breathe,2016,Horror; Thriller
The Conjuring 2,2016,Horror
Now You See Me 2,2016,Thriller; Crime
Alice Through the Looking Glass,2016,Adventure; Family; Fantasy
X-Men: Apocalypse,2016,Action; Adventure; Science Fiction; Fantasy
The Nice Guys,2016,Comedy; Crime; Action
The Angry Birds Movie,2016,Animation; Adventure; Comedy; Family
Captain America: Civil War,2016,Adventure; Action; Science Fiction
The Man Who Knew Infinity,2016,Drama; History
Batman v Superman: Dawn of Justice,2016,Action; Adventure; Fantasy
Pee-wee's Big Holiday,2016,Adventure; Comedy; Family
London Has Fallen,2016,Action; Thriller
Eddie the Eagle,2016,Comedy; Drama; History; Adventure
The Witch,2016,Horror; Fantasy; Drama
Zootopia,2016,Animation; Adventure; Family; Comedy
Deadpool,2016,Action; Adventure; Comedy
Zoolander 2,2016,Comedy; Adventure; Action
"Hail, Caesar!",2016,Comedy; Crime; Drama
Kung Fu Panda 3,2016,Animation; Action; Adventure; Comedy; Family
Anomalisa,2015,Animation; Drama; Romance; Comedy
The Revenant,2015,Western; Drama; Adventure
The Hateful Eight,2015,Drama; Mystery; Western
Star Wars: The Force Awakens,2015,Adventure; Action; Science Fiction
The Big Short,2015,Comedy; Drama
Sanjay's Super Team,2015,Animation; Family; Fantasy; Action
The Hunger Games: Mockingjay - Part 2,2015,Action; Adventure; Science Fiction
The Good Dinosaur,2015,Adventure; Animation; Family
Spotlight,2015,Drama; History
The Peanuts Movie,2015,Comedy; Animation; Family
Riley's First Date?,2015,Animation; Family
Spectre,2015,Action; Adventure; Thriller
Bone Tomahawk,2015,Western; Horror; Drama
The Lobster,2015,Comedy; Drama; Romance
Steve Jobs,2015,Drama; History
Look Who's Back,2015,Comedy
The Martian,2015,Drama; Adventure; Science Fiction
Hotel Transylvania 2,2015,Animation; Comedy; Family; Fantasy
Sicario,2015,Action; Crime; Thriller
Fantastic Four,2015,Action; Adventure; Science Fiction
Mission: Impossible - Rogue Nation,2015,Action; Adventure
Pixels,2015,Action; Comedy; Fantasy; Science Fiction
Ant-Man,2015,Science Fiction; Action; Adventure
Mississippi Grind,2015,Comedy; Drama
Terminator Genisys,2015,Science Fiction; Action; Thriller; Adventure
Lava,2015,Animation; Family
Minions,2015,Family; Animation; Adventure; Comedy
Inside Out,2015,Animation; Family; Adventure; Drama; Comedy
Jurassic World,2015,Action; Adventure; Science Fiction; Thriller
Heaven Knows What,2015,Crime; Drama
San Andreas,2015,Action; Drama; Thriller
Tomorrowland,2015,Adventure; Family; Mystery; Science Fiction
Mad Max: Fury Road,2015,Action; Adventure; Science Fiction
Pitch Perfect 2,2015,Comedy; Music
Spy,2015,Action; Comedy; Crime
She's Funny That Way,2015,Comedy; Romance
Avengers: Age of Ultron,2015,Action; Adventure; Science Fiction
Furious 7,2015,Action; Crime; Thriller
Home,2015,Fantasy; Comedy; Animation; Science Fiction; Family
Chappie,2015,Crime; Action; Science Fiction
Fifty Shades of Grey,2015,Drama; Romance; Thriller
It Follows,2015,Horror; Mystery
The SpongeBob Movie: Sponge Out of Water,2015,Family; Comedy; Adventure; Animation
Kingsman: The Secret Service,2015,Crime; Comedy; Action; Adventure
Ex Machina,2015,Drama; Science Fiction
The Interview,2014,Action; Comedy
Night at the Museum: Secret of the Tomb,2014,Adventure; Comedy; Fantasy; Family
Taken 3,2014,Thriller; Action
Inherent Vice,2014,Drama; Mystery; Comedy
Paddington,2014,Comedy; Adventure; Family
The Hunger Games: Mockingjay - Part 1,2014,Science Fiction; Adventure; Thriller
The Imitation Game,2014,History; Drama; Thriller; War
Interstellar,2014,Adventure; Drama; Science Fiction
Big Hero 6,2014,Adventure; Family; Animation; Action; Comedy
Nightcrawler,2014,Crime; Drama; Thriller
John Wick,2014,Action; Thriller
Birdman or (The Unexpected Virtue of Ignorance),2014,Drama; Comedy
Fury,2014,Action; Drama; War
Whiplash,2014,Drama; Music
Gone Girl,2014,Mystery; Thriller; Drama
The Book of Life,2014,Animation; Adventure; Comedy; Family; Fantasy
Annabelle,2014,Horror
Predestination,2014,Science Fiction; Thriller
Guardians of the Galaxy,2014,Action; Science Fiction; Adventure
When Marnie Was There,2014,Animation; Drama; Family; Mystery
The Purge: Anarchy,2014,Horror; Thriller
Transformers: Age of Extinction,2014,Science Fiction; Action; Adventure
Earth to Echo,2014,Family; Adventure; Science Fiction
The Skeleton Twins,2014,Drama
How to Train Your Dragon 2,2014,Fantasy; Action; Adventure; Animation; Comedy; Family
22 Jump Street,2014,Crime; Comedy; Action
Maleficent,2014,Fantasy; Adventure; Action; Family; Romance
Edge of Tomorrow,2014,Action; Science Fiction
The Babadook,2014,Drama; Horror
The Radiator Springs 500½,2014,Animation; Family; Comedy
X-Men: Days of Future Past,2014,Action; Adventure; Science Fiction
Godzilla,2014,Action; Drama; Science Fiction
Bears,2014,Documentary
The Amazing Spider-Man 2,2014,Action; Adventure; Science Fiction
Muppets Most Wanted,2014,Comedy; Adventure; Crime; Family
Captain America: The Winter Soldier,2014,Action; Adventure; Science Fiction
Rio 2,2014,Animation; Adventure; Comedy; Family
The Grand Budapest Hotel,2014,Comedy; Drama
Party Central,2014,Family; Comedy; Animation; Fantasy
Mr. Peabody & Sherman,2014,Animation; Adventure; Family
The Lego Movie,2014,Animation; Family; Adventure; Comedy; Fantasy
The Nut Job,2014,Animation; Comedy; Family; Adventure
The Wolf of Wall Street,2013,Comedy; Crime; Drama
The Secret Life of Walter Mitty,2013,Adventure; Comedy; Drama; Fantasy
Her,2013,Romance; Science Fiction; Drama
Anchorman 2: The Legend Continues,2013,Comedy
Lenny Cooke,2013,Documentary
The Tale of The Princess Kaguya,2013,Animation; Drama; Fantasy
Frozen,2013,Animation; Family; Adventure; Fantasy
The Hunger Games: Catching Fire,2013,Adventure; Action; Science Fiction
Thor: The Dark World,2013,Action; Adventure; Fantasy
Inside Llewyn Davis,2013,Drama; Music
Captain Phillips,2013,Action; Drama; Thriller
The Dirties,2013,Comedy; Drama; Crime
Gravity,2013,Science Fiction; Thriller; Drama
Cloudy with a Chance of Meatballs 2,2013,Animation; Family; Comedy
Prisoners,2013,Drama; Thriller; Crime
Elysium,2013,Science Fiction; Action; Drama; Thriller
Snowpiercer,2013,Action; Science Fiction; Drama
The Smurfs 2,2013,Fantasy; Family; Comedy; Animation
The Wind Rises,2013,Drama; Animation; Romance; War; History
The World's End,2013,Comedy; Action; Science Fiction
The Conjuring,2013,Horror; Thriller
Kick-Ass 2,2013,Action; Adventure; Crime
Turbo,2013,Animation; Family
Pacific Rim,2013,Action; Science Fiction; Adventure
Despicable Me 2,2013,Animation; Comedy; Family
World War Z,2013,Action; Horror; Science Fiction; Thriller
Monsters University,2013,Animation; Family
Man of Steel,2013,Action; Adventure; Science Fiction
The Purge,2013,Science Fiction; Horror; Thriller
Now You See Me,2013,Thriller; Crime
Fast & Furious 6,2013,Action; Thriller; Crime
Pain & Gain,2013,Comedy; Crime; Action
Iron Man 3,2013,Action; Adventure; Science Fiction
Scary Movie 5,2013,Comedy
Oblivion,2013,Action; Science Fiction; Adventure; Mystery
The Place Beyond the Pines,2013,Drama; Crime
Olympus Has Fallen,2013,Action; Thriller
The Croods,2013,Animation; Adventure; Family; Fantasy; Comedy; Action
The Blue Umbrella,2013,Animation; Romance
Side Effects,2013,Thriller; Crime; Drama
Identity Thief,2013,Comedy; Crime
A Good Day to Die Hard,2013,Action; Thriller
Movie 43,2013,Comedy
Django Unchained,2012,Drama; Western
Django Unchained,2012,Drama; Western
Zero Dark Thirty,2012,Thriller; Drama
Rise of the Guardians,2012,Animation; Family; Fantasy
The Twilight Saga: Breaking Dawn - Part 2,2012,Adventure; Fantasy; Drama; Romance
The Legend of Mor'du,2012,Animation; Family; Fantasy; Drama
Wreck-It Ralph,2012,Adventure; Animation; Comedy; Family
The Act of Killing,2012,Documentary
Skyfall,2012,Action; Adventure; Thriller
Pitch Perfect,2012,Comedy; Music; Romance
Taken 2,2012,Action; Crime; Thriller
Looper,2012,Action; Thriller; Science Fiction
Hotel Transylvania,2012,Animation; Comedy; Family; Fantasy
Antiviral,2012,Science Fiction; Horror
Partysaurus Rex,2012,Family; Animation; Comedy
The Master,2012,Drama
The Impossible,2012,Drama; Thriller; History
The Bourne Legacy,2012,Action; Thriller
ParaNorman,2012,Family; Animation; Adventure; Comedy
Killing Them Softly,2012,Crime; Thriller
The Dark Knight Rises,2012,Action; Crime; Drama; Thriller
Ice Age: Continental Drift,2012,Animation; Comedy; Adventure; Family
The Amazing Spider-Man,2012,Action; Adventure; Science Fiction
Brave,2012,Animation; Adventure; Comedy; Family; Action; Fantasy
Time Travel Mater,2012,Animation; Family; Science Fiction; Comedy
Madagascar 3: Europe's Most Wanted,2012,Adventure; Animation; Comedy; Family
Prometheus,2012,Science Fiction; Adventure; Mystery
Men in Black 3,2012,Action; Comedy; Science Fiction
Moonrise Kingdom,2012,Comedy; Drama; Romance
The Avengers,2012,Science Fiction; Action; Adventure
The Cabin in the Woods,2012,Horror; Mystery; Comedy
21 Jump Street,2012,Action; Comedy; Crime
The Hunger Games,2012,Science Fiction; Adventure; Action; Thriller
The Lorax,2012,Animation; Family
La luna,2012,Animation; Family; Fantasy
The Girl with the Dragon Tattoo,2011,Thriller; Crime; Mystery
Mission: Impossible - Ghost Protocol,2011,Action; Adventure; Thriller
Small Fry,2011,Animation; Comedy; Family; Adventure
The Muppets,2011,Family; Comedy
The Twilight Saga: Breaking Dawn - Part 1,2011,Adventure; Fantasy; Romance
In Time,2011,Action; Thriller; Science Fiction
The Adventures of Tintin,2011,Adventure; Animation; Mystery
The Thing,2011,Horror; Science Fiction; Mystery
The Ides of March,2011,Drama
Shame,2011,Drama
Real Steel,2011,Action; Science Fiction; Drama
Margin Call,2011,Thriller; Drama
Moneyball,2011,Drama
Moneyball,2011,Drama
Drive,2011,Drama; Thriller; Crime
Contagion,2011,Drama; Thriller; Science Fiction
Final Destination 5,2011,Horror; Mystery
Air Mater,2011,Animation; Family
The Smurfs,2011,Animation; Family; Adventure; Comedy; Fantasy
Rifftrax - Captain America The First Avenger,2011,Action; Adventure; Science Fiction
From Up on Poppy Hill,2011,Animation; Drama
Harry Potter and the Deathly Hallows: Part 2,2011,Fantasy; Adventure
Transformers: Dark of the Moon,2011,Action; Science Fiction; Adventure
Hawaiian Vacation,2011,Animation; Family; Comedy
Green Lantern,2011,Adventure; Action; Thriller; Science Fiction
Cars 2,2011,Animation; Family; Adventure; Comedy
X-Men: First Class,2011,Action; Science Fiction; Adventure
Kung Fu Panda 2,2011,Animation; Family; Comedy
Pirates of the Caribbean: On Stranger Tides,2011,Adventure; Action; Fantasy
Thor,2011,Adventure; Fantasy; Action
Fast Five,2011,Action; Thriller; Crime
Scream 4,2011,Horror; Mystery
Rio,2011,Animation; Adventure; Comedy; Family
Source Code,2011,Thriller; Science Fiction; Mystery
Hop,2011,Animation; Comedy; Family
Kill Bill: The Whole Bloody Affair,2011,Action; Crime
Limitless,2011,Thriller; Mystery; Science Fiction
Mars Needs Moms,2011,Adventure; Animation; Family
Rango,2011,Animation; Comedy; Family; Western; Adventure
The Strange Thing About the Johnsons,2011,Drama; Horror
True Grit,2010,Drama; Adventure; Western
Yogi Bear,2010,Comedy; Family; Animation; Adventure
TRON: Legacy,2010,Adventure; Action; Science Fiction
Black Swan,2010,Drama; Thriller; Horror
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,Adventure; Family; Fantasy
Tangled,2010,Animation; Family; Adventure
Harry Potter and the Deathly Hallows: Part 1,2010,Adventure; Fantasy
127 Hours,2010,Adventure; Drama; Thriller
Unstoppable,2010,Action; Thriller
Megamind,2010,Animation; Action; Comedy; Family; Science Fiction
Open Season 3,2010,Adventure; Animation; Family; Comedy
The Social Network,2010,Drama
Buried,2010,Thriller
Incendies,2010,Drama; War; Mystery
The Secret World of Arrietty,2010,Fantasy; Animation; Family
Inception,2010,Action; Science Fiction; Adventure
Despicable Me,2010,Family; Comedy; Animation
Predators,2010,Science Fiction; Action; Thriller
The Twilight Saga: Eclipse,2010,Adventure; Fantasy; Drama; Romance
Day & Night,2010,Animation; Family; Comedy; Fantasy
Toy Story 3,2010,Animation; Family; Comedy
